TaskLabel,CompetencyRoles,DecimalHours,TaskDescription,gpt-4,gpt-4_reason,gpt-4o,gpt-4o_reason,gpt-3.5-turbo,gpt-3.5-turbo_reason,gpt-3.5-turbo-1106,gpt-3.5-turbo-1106_reason,gpt-4-0613,gpt-4-0613_reason
Meeting,QA Support,0.25,Discussion on Agoda card fee cases in KR flights,fail,No links or references included in the task.,fail,Description lacks links or references.,pass,Complete description.,fail,Lacks context and references related to the discussion on Agoda card fee cases in KR flights.,fail,No links or references related to the task.
Meeting,QA Support,0.25,Discussion on Agoda card fee cases in KR flights,fail,No links or references included in the task.,fail,Description lacks links or references.,pass,Complete description.,fail,Lacks context and references related to the discussion on Agoda card fee cases in KR flights.,fail,No links or references related to the task.
Meeting,QA Support,0.25,Discussion on Agoda card fee cases in KR flights,fail,No links or references included in the task.,fail,Description lacks links or references.,pass,Complete description.,fail,Lacks context and references related to the discussion on Agoda card fee cases in KR flights.,fail,No links or references related to the task.
Meeting,QA Support,0.25,Discussion on Agoda card fee cases in KR flights,fail,No links or references included in the task.,fail,Description lacks links or references.,pass,Complete description.,fail,Lacks context and references related to the discussion on Agoda card fee cases in KR flights.,fail,No links or references related to the task.
Course Authoring,Course Author,1.0,"applied animations, standards and designed slides",fail,No links or references provided in the description.,fail,Lacks context and references or links.,fail,"Description lacks details and context, no mention of specific animations, standards, or slides.",fail,"Description lacks clarity and context, doesn't include details about the applied animations, standards, or designed slides.",fail,Missing links or references related to the task.
Course Authoring,Course Author,1.0,"applied animations, standards and designed slides",fail,No links or references provided in the description.,fail,Lacks context and references or links.,fail,"Description lacks details and context, no mention of specific animations, standards, or slides.",fail,"Description lacks clarity and context, doesn't include details about the applied animations, standards, or designed slides.",fail,Missing links or references related to the task.
Course Authoring,Course Author,1.0,"applied animations, standards and designed slides",fail,No links or references provided in the description.,fail,Lacks context and references or links.,fail,"Description lacks details and context, no mention of specific animations, standards, or slides.",fail,"Description lacks clarity and context, doesn't include details about the applied animations, standards, or designed slides.",fail,Missing links or references related to the task.
Course Authoring,Course Author,1.0,"applied animations, standards and designed slides",fail,No links or references provided in the description.,fail,Lacks context and references or links.,fail,"Description lacks details and context, no mention of specific animations, standards, or slides.",fail,"Description lacks clarity and context, doesn't include details about the applied animations, standards, or designed slides.",fail,Missing links or references related to the task.
Course Authoring,Course Author,1.0,"applied animations, standards and designed slides",fail,No links or references provided in the description.,fail,Lacks context and references or links.,fail,"Description lacks details and context, no mention of specific animations, standards, or slides.",fail,"Description lacks clarity and context, doesn't include details about the applied animations, standards, or designed slides.",fail,Missing links or references related to the task.
Coding,Software Engineer,2.0,Add unittests for email methods and complete it's coverage (Course Deadline Email),fail,No links or references related to the task provided.,fail,Lacks links or references related to the task.,pass,Complete description.,fail,Description lacks context and specific details about the email methods and their coverage.,fail,No links or references related to the task.
Coding,Software Engineer,2.0,Add unittests for email methods and complete it's coverage (Course Deadline Email),fail,No links or references related to the task provided.,fail,Lacks links or references related to the task.,pass,Complete description.,fail,Description lacks context and specific details about the email methods and their coverage.,fail,No links or references related to the task.
Coding,Software Engineer,2.0,Add unittests for email methods and complete it's coverage (Course Deadline Email),fail,No links or references related to the task provided.,fail,Lacks links or references related to the task.,pass,Complete description.,fail,Description lacks context and specific details about the email methods and their coverage.,fail,No links or references related to the task.
Coding,Software Engineer,2.0,Add unittests for email methods and complete it's coverage (Course Deadline Email),fail,No links or references related to the task provided.,fail,Lacks links or references related to the task.,pass,Complete description.,fail,Description lacks context and specific details about the email methods and their coverage.,fail,No links or references related to the task.
Coding,Software Engineer,2.0,Add unittests for email methods and complete it's coverage (Course Deadline Email),fail,No links or references related to the task provided.,fail,Lacks links or references related to the task.,pass,Complete description.,fail,Description lacks context and specific details about the email methods and their coverage.,fail,No links or references related to the task.
Coding,Software Engineer,0.25,Submit Handler (fix): aud not found issue fixed,fail,Description lacks links or references related to the task.,fail,Description lacks context and does not include links or references.,fail,Description lacks context and specific details about the 'aud not found' issue.,pass,Complete description.,fail,No links or references related to the task included.
Coding,Software Engineer,0.25,Submit Handler (fix): aud not found issue fixed,fail,Description lacks links or references related to the task.,fail,Description lacks context and does not include links or references.,fail,Description lacks context and specific details about the 'aud not found' issue.,pass,Complete description.,fail,No links or references related to the task included.
Coding,Software Engineer,0.25,Submit Handler (fix): aud not found issue fixed,fail,Description lacks links or references related to the task.,fail,Description lacks context and does not include links or references.,fail,Description lacks context and specific details about the 'aud not found' issue.,pass,Complete description.,fail,No links or references related to the task included.
Coding,Software Engineer,0.25,Submit Handler (fix): aud not found issue fixed,fail,Description lacks links or references related to the task.,fail,Description lacks context and does not include links or references.,fail,Description lacks context and specific details about the 'aud not found' issue.,pass,Complete description.,fail,No links or references related to the task included.
Coding,Software Engineer,0.25,Submit Handler (fix): aud not found issue fixed,fail,Description lacks links or references related to the task.,fail,Description lacks context and does not include links or references.,fail,Description lacks context and specific details about the 'aud not found' issue.,pass,Complete description.,fail,No links or references related to the task included.
Meeting,QA,0.5,KPP Weekly - Weekly meeting with KPP team to discuss team's progress on the ongoing tasks,fail,No links or references related to the task.,fail,Description lacks links or references related to the task.,pass,Complete description.,fail,Description lacks context and does not provide details about the progress or outcomes of the meeting.,fail,Description does not include any links or references.
Meeting,QA,0.5,KPP Weekly - Weekly meeting with KPP team to discuss team's progress on the ongoing tasks,fail,No links or references related to the task.,fail,Description lacks links or references related to the task.,pass,Complete description.,fail,Description lacks context and does not provide details about the progress or outcomes of the meeting.,fail,Description does not include any links or references.
Meeting,QA,0.5,KPP Weekly - Weekly meeting with KPP team to discuss team's progress on the ongoing tasks,fail,No links or references related to the task.,fail,Description lacks links or references related to the task.,pass,Complete description.,fail,Description lacks context and does not provide details about the progress or outcomes of the meeting.,fail,Description does not include any links or references.
Meeting,QA,0.5,KPP Weekly - Weekly meeting with KPP team to discuss team's progress on the ongoing tasks,fail,No links or references related to the task.,fail,Description lacks links or references related to the task.,pass,Complete description.,fail,Description lacks context and does not provide details about the progress or outcomes of the meeting.,fail,Description does not include any links or references.
Meeting,QA,0.5,KPP Weekly - Weekly meeting with KPP team to discuss team's progress on the ongoing tasks,fail,No links or references related to the task.,fail,Description lacks links or references related to the task.,pass,Complete description.,fail,Description lacks context and does not provide details about the progress or outcomes of the meeting.,fail,Description does not include any links or references.
Meeting,Software Engineer,0.58,Attended mobile edX Technical Check In Call,fail,No links or references included.,fail,Description lacks context and references.,pass,Complete description.,pass,Complete description.,fail,Description lacks links or references.
Meeting,Software Engineer,0.58,Attended mobile edX Technical Check In Call,fail,No links or references included.,fail,Description lacks context and references.,pass,Complete description.,pass,Complete description.,fail,Description lacks links or references.
Meeting,Software Engineer,0.58,Attended mobile edX Technical Check In Call,fail,No links or references included.,fail,Description lacks context and references.,pass,Complete description.,pass,Complete description.,fail,Description lacks links or references.
Meeting,Software Engineer,0.58,Attended mobile edX Technical Check In Call,fail,No links or references included.,fail,Description lacks context and references.,pass,Complete description.,pass,Complete description.,fail,Description lacks links or references.
Meeting,Software Engineer,0.58,Attended mobile edX Technical Check In Call,fail,No links or references included.,fail,Description lacks context and references.,pass,Complete description.,pass,Complete description.,fail,Description lacks links or references.
Documentation,QA,2.0,Tooltips text documentation created after discussion with sarmad: https://arbisoft.atlassian.net/browse/FA-2930,pass,Complete description.,pass,Complete description.,pass,Complete description.,pass,Complete description.,pass,Complete description.
Documentation,QA,2.0,Tooltips text documentation created after discussion with sarmad: https://arbisoft.atlassian.net/browse/FA-2930,pass,Complete description.,pass,Complete description.,pass,Complete description.,pass,Complete description.,pass,Complete description.
Documentation,QA,2.0,Tooltips text documentation created after discussion with sarmad: https://arbisoft.atlassian.net/browse/FA-2930,pass,Complete description.,pass,Complete description.,pass,Complete description.,pass,Complete description.,pass,Complete description.
Documentation,QA,2.0,Tooltips text documentation created after discussion with sarmad: https://arbisoft.atlassian.net/browse/FA-2930,pass,Complete description.,pass,Complete description.,pass,Complete description.,pass,Complete description.,pass,Complete description.
Documentation,QA,2.0,Tooltips text documentation created after discussion with sarmad: https://arbisoft.atlassian.net/browse/FA-2930,pass,Complete description.,pass,Complete description.,pass,Complete description.,pass,Complete description.,pass,Complete description.
Account Management,Key Account Management,1.5,"Kayak - Hubspot updates, Arbisoft capabilities pdf",fail,Description lacks context and references.,fail,Task description lacks context and references.,fail,Description lacks details and context about the tasks 'Kayak - Hubspot updates' and 'Arbisoft capabilities pdf'.,fail,Description lacks context and doesn't provide clear details about the task.,fail,"Description is not clear, lacks context and does not include any links or references related to the task."
Account Management,Key Account Management,1.5,"Kayak - Hubspot updates, Arbisoft capabilities pdf",fail,Description lacks context and references.,fail,Task description lacks context and references.,fail,Description lacks details and context about the tasks 'Kayak - Hubspot updates' and 'Arbisoft capabilities pdf'.,fail,Description lacks context and doesn't provide clear details about the task.,fail,"Description is not clear, lacks context and does not include any links or references related to the task."
Account Management,Key Account Management,1.5,"Kayak - Hubspot updates, Arbisoft capabilities pdf",fail,Description lacks context and references.,fail,Task description lacks context and references.,fail,Description lacks details and context about the tasks 'Kayak - Hubspot updates' and 'Arbisoft capabilities pdf'.,fail,Description lacks context and doesn't provide clear details about the task.,fail,"Description is not clear, lacks context and does not include any links or references related to the task."
Account Management,Key Account Management,1.5,"Kayak - Hubspot updates, Arbisoft capabilities pdf",fail,Description lacks context and references.,fail,Task description lacks context and references.,fail,Description lacks details and context about the tasks 'Kayak - Hubspot updates' and 'Arbisoft capabilities pdf'.,fail,Description lacks context and doesn't provide clear details about the task.,fail,"Description is not clear, lacks context and does not include any links or references related to the task."
Account Management,Key Account Management,1.5,"Kayak - Hubspot updates, Arbisoft capabilities pdf",fail,Description lacks context and references.,fail,Task description lacks context and references.,fail,Description lacks details and context about the tasks 'Kayak - Hubspot updates' and 'Arbisoft capabilities pdf'.,fail,Description lacks context and doesn't provide clear details about the task.,fail,"Description is not clear, lacks context and does not include any links or references related to the task."
Coding,Software Engineer,3.0,POC for program search and add to cart,fail,Description lacks context and references.,fail,Description lacks context and references.,pass,Complete description.,fail,Description lacks clear context and does not mention the POC for program search and add to cart.,fail,Description lacks context and related links or references.
Coding,Software Engineer,3.0,POC for program search and add to cart,fail,Description lacks context and references.,fail,Description lacks context and references.,pass,Complete description.,fail,Description lacks clear context and does not mention the POC for program search and add to cart.,fail,Description lacks context and related links or references.
Coding,Software Engineer,3.0,POC for program search and add to cart,fail,Description lacks context and references.,fail,Description lacks context and references.,pass,Complete description.,fail,Description lacks clear context and does not mention the POC for program search and add to cart.,fail,Description lacks context and related links or references.
Coding,Software Engineer,3.0,POC for program search and add to cart,fail,Description lacks context and references.,fail,Description lacks context and references.,pass,Complete description.,fail,Description lacks clear context and does not mention the POC for program search and add to cart.,fail,Description lacks context and related links or references.
Coding,Software Engineer,3.0,POC for program search and add to cart,fail,Description lacks context and references.,fail,Description lacks context and references.,pass,Complete description.,fail,Description lacks clear context and does not mention the POC for program search and add to cart.,fail,Description lacks context and related links or references.
Coding,Software Engineer,1.5,Looked into the sftp configs and updated those in AWS,fail,Task lacks links or references related.,fail,Lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references included in the task.
Coding,Software Engineer,1.5,Looked into the sftp configs and updated those in AWS,fail,Task lacks links or references related.,fail,Lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references included in the task.
Coding,Software Engineer,1.5,Looked into the sftp configs and updated those in AWS,fail,Task lacks links or references related.,fail,Lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references included in the task.
Coding,Software Engineer,1.5,Looked into the sftp configs and updated those in AWS,fail,Task lacks links or references related.,fail,Lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references included in the task.
Coding,Software Engineer,1.5,Looked into the sftp configs and updated those in AWS,fail,Task lacks links or references related.,fail,Lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references included in the task.
Meeting,Software Engineer,1.0,Communication Program - Snowtown Level 1,fail,Description lacks detailed context and references.,fail,Description lacks context and references.,pass,Complete description.,fail,Description lacks clear context and details about the Communication Program - Snowtown Level 1.,fail,Description lacks links or references related to the task.
Meeting,Software Engineer,1.0,Communication Program - Snowtown Level 1,fail,Description lacks detailed context and references.,fail,Description lacks context and references.,pass,Complete description.,fail,Description lacks clear context and details about the Communication Program - Snowtown Level 1.,fail,Description lacks links or references related to the task.
Meeting,Software Engineer,1.0,Communication Program - Snowtown Level 1,fail,Description lacks detailed context and references.,fail,Description lacks context and references.,pass,Complete description.,fail,Description lacks clear context and details about the Communication Program - Snowtown Level 1.,fail,Description lacks links or references related to the task.
Meeting,Software Engineer,1.0,Communication Program - Snowtown Level 1,fail,Description lacks detailed context and references.,fail,Description lacks context and references.,pass,Complete description.,fail,Description lacks clear context and details about the Communication Program - Snowtown Level 1.,fail,Description lacks links or references related to the task.
Meeting,Software Engineer,1.0,Communication Program - Snowtown Level 1,fail,Description lacks detailed context and references.,fail,Description lacks context and references.,pass,Complete description.,fail,Description lacks clear context and details about the Communication Program - Snowtown Level 1.,fail,Description lacks links or references related to the task.
Standup,Software Engineer,0.5,"Worked On: People Partner is unable to publish external/client form due to missing Self Review for External Form
Working On:   Add pitched and primary checkbox showing on admin side and in exportable sheets",fail,No links or references related to the task.,fail,Description lacks links or references.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task.
Standup,Software Engineer,0.5,"Worked On: People Partner is unable to publish external/client form due to missing Self Review for External Form
Working On:   Add pitched and primary checkbox showing on admin side and in exportable sheets",fail,No links or references related to the task.,fail,Description lacks links or references.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task.
Standup,Software Engineer,0.5,"Worked On: People Partner is unable to publish external/client form due to missing Self Review for External Form
Working On:   Add pitched and primary checkbox showing on admin side and in exportable sheets",fail,No links or references related to the task.,fail,Description lacks links or references.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task.
Standup,Software Engineer,0.5,"Worked On: People Partner is unable to publish external/client form due to missing Self Review for External Form
Working On:   Add pitched and primary checkbox showing on admin side and in exportable sheets",fail,No links or references related to the task.,fail,Description lacks links or references.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task.
Standup,Software Engineer,0.5,"Worked On: People Partner is unable to publish external/client form due to missing Self Review for External Form
Working On:   Add pitched and primary checkbox showing on admin side and in exportable sheets",fail,No links or references related to the task.,fail,Description lacks links or references.,pass,Complete description.,pass,Complete description.,fail,No links or references related to the task.
Technical Support,Dev Ops,0.83,Data aggregation using shell commands for POD against given emails (Huddle with Shehram Tahir),fail,No links or references included in the description.,fail,Missing links or references related to the task.,pass,Complete description.,fail,Description lacks clear context and references for data aggregation using shell commands.,fail,No links or references related to the task.
Technical Support,Dev Ops,0.83,Data aggregation using shell commands for POD against given emails (Huddle with Shehram Tahir),fail,No links or references included in the description.,fail,Missing links or references related to the task.,pass,Complete description.,fail,Description lacks clear context and references for data aggregation using shell commands.,fail,No links or references related to the task.
Technical Support,Dev Ops,0.83,Data aggregation using shell commands for POD against given emails (Huddle with Shehram Tahir),fail,No links or references included in the description.,fail,Missing links or references related to the task.,pass,Complete description.,fail,Description lacks clear context and references for data aggregation using shell commands.,fail,No links or references related to the task.
Technical Support,Dev Ops,0.83,Data aggregation using shell commands for POD against given emails (Huddle with Shehram Tahir),fail,No links or references included in the description.,fail,Missing links or references related to the task.,pass,Complete description.,fail,Description lacks clear context and references for data aggregation using shell commands.,fail,No links or references related to the task.
Technical Support,Dev Ops,0.83,Data aggregation using shell commands for POD against given emails (Huddle with Shehram Tahir),fail,No links or references included in the description.,fail,Missing links or references related to the task.,pass,Complete description.,fail,Description lacks clear context and references for data aggregation using shell commands.,fail,No links or references related to the task.
Meeting,Software Engineer,1.0,Internal E2E Test Scheduling Strategy Discussion,fail,No links or references provided.,fail,Lacks context and references or links.,pass,Complete description.,fail,Description lacks context and specific details about the discussion or any related links.,fail,No links or references included.
Meeting,Software Engineer,1.0,Internal E2E Test Scheduling Strategy Discussion,fail,No links or references provided.,fail,Lacks context and references or links.,pass,Complete description.,fail,Description lacks context and specific details about the discussion or any related links.,fail,No links or references included.
Meeting,Software Engineer,1.0,Internal E2E Test Scheduling Strategy Discussion,fail,No links or references provided.,fail,Lacks context and references or links.,pass,Complete description.,fail,Description lacks context and specific details about the discussion or any related links.,fail,No links or references included.
Meeting,Software Engineer,1.0,Internal E2E Test Scheduling Strategy Discussion,fail,No links or references provided.,fail,Lacks context and references or links.,pass,Complete description.,fail,Description lacks context and specific details about the discussion or any related links.,fail,No links or references included.
Meeting,Software Engineer,1.0,Internal E2E Test Scheduling Strategy Discussion,fail,No links or references provided.,fail,Lacks context and references or links.,pass,Complete description.,fail,Description lacks context and specific details about the discussion or any related links.,fail,No links or references included.
Audit/Compliance,QA,3.0,"Audited Main quote list page for accessibility and functionality. Identified and documented all issues in the designated Google Sheet. Captured relevant screenshots and screen recordings as evidence, which were organized and uploaded to Google Drive for reference.",fail,No links or references included in the description.,fail,Description lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references included in the task.
Audit/Compliance,QA,3.0,"Audited Main quote list page for accessibility and functionality. Identified and documented all issues in the designated Google Sheet. Captured relevant screenshots and screen recordings as evidence, which were organized and uploaded to Google Drive for reference.",fail,No links or references included in the description.,fail,Description lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references included in the task.
Audit/Compliance,QA,3.0,"Audited Main quote list page for accessibility and functionality. Identified and documented all issues in the designated Google Sheet. Captured relevant screenshots and screen recordings as evidence, which were organized and uploaded to Google Drive for reference.",fail,No links or references included in the description.,fail,Description lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references included in the task.
Audit/Compliance,QA,3.0,"Audited Main quote list page for accessibility and functionality. Identified and documented all issues in the designated Google Sheet. Captured relevant screenshots and screen recordings as evidence, which were organized and uploaded to Google Drive for reference.",fail,No links or references included in the description.,fail,Description lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references included in the task.
Audit/Compliance,QA,3.0,"Audited Main quote list page for accessibility and functionality. Identified and documented all issues in the designated Google Sheet. Captured relevant screenshots and screen recordings as evidence, which were organized and uploaded to Google Drive for reference.",fail,No links or references included in the description.,fail,Description lacks links or references related to the task.,pass,Complete description.,pass,Complete description.,fail,No links or references included in the task.
Testing,Project Management,1.25,RRP - Docker setup and project setup / Testing Team Champ reward,fail,Description lacks links or references related to the task.,fail,Description lacks links or references related to the task.,fail,"Description lacks details and context about Docker setup, project setup, and Testing Team Champ reward.",fail,Lacks context and specific details about the Docker setup and project setup.,fail,No links or references related to the task.
Testing,Project Management,1.25,RRP - Docker setup and project setup / Testing Team Champ reward,fail,Description lacks links or references related to the task.,fail,Description lacks links or references related to the task.,fail,"Description lacks details and context about Docker setup, project setup, and Testing Team Champ reward.",fail,Lacks context and specific details about the Docker setup and project setup.,fail,No links or references related to the task.
Testing,Project Management,1.25,RRP - Docker setup and project setup / Testing Team Champ reward,fail,Description lacks links or references related to the task.,fail,Description lacks links or references related to the task.,fail,"Description lacks details and context about Docker setup, project setup, and Testing Team Champ reward.",fail,Lacks context and specific details about the Docker setup and project setup.,fail,No links or references related to the task.
Testing,Project Management,1.25,RRP - Docker setup and project setup / Testing Team Champ reward,fail,Description lacks links or references related to the task.,fail,Description lacks links or references related to the task.,fail,"Description lacks details and context about Docker setup, project setup, and Testing Team Champ reward.",fail,Lacks context and specific details about the Docker setup and project setup.,fail,No links or references related to the task.
Testing,Project Management,1.25,RRP - Docker setup and project setup / Testing Team Champ reward,fail,Description lacks links or references related to the task.,fail,Description lacks links or references related to the task.,fail,"Description lacks details and context about Docker setup, project setup, and Testing Team Champ reward.",fail,Lacks context and specific details about the Docker setup and project setup.,fail,No links or references related to the task.
Technical Support,IT,2.0,"Overseeing slack and emails for support, Logs filling, tickets closing.",fail,No links or references provided in the task.,fail,Lacks links or references related to the task.,fail,"Description lacks clarity and specific details such as who is overseeing, what type of support, and ticket system used.",fail,"Description lacks clarity and context. It does not include relevant details or links related to overseeing slack, emails, logs, and tickets.",fail,No links or references related to the task.
Technical Support,IT,2.0,"Overseeing slack and emails for support, Logs filling, tickets closing.",fail,No links or references provided in the task.,fail,Lacks links or references related to the task.,fail,"Description lacks clarity and specific details such as who is overseeing, what type of support, and ticket system used.",fail,"Description lacks clarity and context. It does not include relevant details or links related to overseeing slack, emails, logs, and tickets.",fail,No links or references related to the task.
Technical Support,IT,2.0,"Overseeing slack and emails for support, Logs filling, tickets closing.",fail,No links or references provided in the task.,fail,Lacks links or references related to the task.,fail,"Description lacks clarity and specific details such as who is overseeing, what type of support, and ticket system used.",fail,"Description lacks clarity and context. It does not include relevant details or links related to overseeing slack, emails, logs, and tickets.",fail,No links or references related to the task.
Technical Support,IT,2.0,"Overseeing slack and emails for support, Logs filling, tickets closing.",fail,No links or references provided in the task.,fail,Lacks links or references related to the task.,fail,"Description lacks clarity and specific details such as who is overseeing, what type of support, and ticket system used.",fail,"Description lacks clarity and context. It does not include relevant details or links related to overseeing slack, emails, logs, and tickets.",fail,No links or references related to the task.
Technical Support,IT,2.0,"Overseeing slack and emails for support, Logs filling, tickets closing.",fail,No links or references provided in the task.,fail,Lacks links or references related to the task.,fail,"Description lacks clarity and specific details such as who is overseeing, what type of support, and ticket system used.",fail,"Description lacks clarity and context. It does not include relevant details or links related to overseeing slack, emails, logs, and tickets.",fail,No links or references related to the task.
Documentation,QA,0.75,"Documentation on Homepage remaining modules
- MY Reminder 
- POD Reminders
-Add a Note
- Edit a Note
- Delete a Note",fail,No links or references related to the task.,fail,Lacks links or references.,fail,"Description lacks clarity and context, missing details and references to the modules.",pass,Complete description.,fail,No links or references included.
Documentation,QA,0.75,"Documentation on Homepage remaining modules
- MY Reminder 
- POD Reminders
-Add a Note
- Edit a Note
- Delete a Note",fail,No links or references related to the task.,fail,Lacks links or references.,fail,"Description lacks clarity and context, missing details and references to the modules.",pass,Complete description.,fail,No links or references included.
Documentation,QA,0.75,"Documentation on Homepage remaining modules
- MY Reminder 
- POD Reminders
-Add a Note
- Edit a Note
- Delete a Note",fail,No links or references related to the task.,fail,Lacks links or references.,fail,"Description lacks clarity and context, missing details and references to the modules.",pass,Complete description.,fail,No links or references included.
Documentation,QA,0.75,"Documentation on Homepage remaining modules
- MY Reminder 
- POD Reminders
-Add a Note
- Edit a Note
- Delete a Note",fail,No links or references related to the task.,fail,Lacks links or references.,fail,"Description lacks clarity and context, missing details and references to the modules.",pass,Complete description.,fail,No links or references included.
Documentation,QA,0.75,"Documentation on Homepage remaining modules
- MY Reminder 
- POD Reminders
-Add a Note
- Edit a Note
- Delete a Note",fail,No links or references related to the task.,fail,Lacks links or references.,fail,"Description lacks clarity and context, missing details and references to the modules.",pass,Complete description.,fail,No links or references included.
Check-in,People Partner,0.5,Check In - Dawood (Maiden Century),fail,Description lacks context and references.,fail,Description lacks context and references.,fail,"Description lacks clarity and context, missing relevant details or links.",fail,Task description lacks context and does not include relevant links or references.,fail,Description lacks context and does not include any links or references.
Check-in,People Partner,0.5,Check In - Dawood (Maiden Century),fail,Description lacks context and references.,fail,Description lacks context and references.,fail,"Description lacks clarity and context, missing relevant details or links.",fail,Task description lacks context and does not include relevant links or references.,fail,Description lacks context and does not include any links or references.
Check-in,People Partner,0.5,Check In - Dawood (Maiden Century),fail,Description lacks context and references.,fail,Description lacks context and references.,fail,"Description lacks clarity and context, missing relevant details or links.",fail,Task description lacks context and does not include relevant links or references.,fail,Description lacks context and does not include any links or references.
Check-in,People Partner,0.5,Check In - Dawood (Maiden Century),fail,Description lacks context and references.,fail,Description lacks context and references.,fail,"Description lacks clarity and context, missing relevant details or links.",fail,Task description lacks context and does not include relevant links or references.,fail,Description lacks context and does not include any links or references.
Check-in,People Partner,0.5,Check In - Dawood (Maiden Century),fail,Description lacks context and references.,fail,Description lacks context and references.,fail,"Description lacks clarity and context, missing relevant details or links.",fail,Task description lacks context and does not include relevant links or references.,fail,Description lacks context and does not include any links or references.
Marketing Campaigns,Growth Marketing - Social Media,1.0,Wrote SMP content For Arbisoft tiktok,fail,No links or references included in the description.,fail,Description lacks context and references.,fail,Lacks context and specific details about the SMP content created for Arbisoft TikTok.,fail,Description lacks context and specific details about the SMP content for Arbisoft TikTok.,fail,Description lacks links or references related to the task.
Marketing Campaigns,Growth Marketing - Social Media,1.0,Wrote SMP content For Arbisoft tiktok,fail,No links or references included in the description.,fail,Description lacks context and references.,fail,Lacks context and specific details about the SMP content created for Arbisoft TikTok.,fail,Description lacks context and specific details about the SMP content for Arbisoft TikTok.,fail,Description lacks links or references related to the task.
Marketing Campaigns,Growth Marketing - Social Media,1.0,Wrote SMP content For Arbisoft tiktok,fail,No links or references included in the description.,fail,Description lacks context and references.,fail,Lacks context and specific details about the SMP content created for Arbisoft TikTok.,fail,Description lacks context and specific details about the SMP content for Arbisoft TikTok.,fail,Description lacks links or references related to the task.
Marketing Campaigns,Growth Marketing - Social Media,1.0,Wrote SMP content For Arbisoft tiktok,fail,No links or references included in the description.,fail,Description lacks context and references.,fail,Lacks context and specific details about the SMP content created for Arbisoft TikTok.,fail,Description lacks context and specific details about the SMP content for Arbisoft TikTok.,fail,Description lacks links or references related to the task.
Marketing Campaigns,Growth Marketing - Social Media,1.0,Wrote SMP content For Arbisoft tiktok,fail,No links or references included in the description.,fail,Description lacks context and references.,fail,Lacks context and specific details about the SMP content created for Arbisoft TikTok.,fail,Description lacks context and specific details about the SMP content for Arbisoft TikTok.,fail,Description lacks links or references related to the task.
Meeting,UI/UX,1.0,Foundations of UX – DFP Class 1,fail,Description lacks context and does not include any links or references.,fail,Description lacks context and references or links.,pass,Complete description.,pass,Complete description.,fail,Description lacks links or references related to the task.
Meeting,UI/UX,1.0,Foundations of UX – DFP Class 1,fail,Description lacks context and does not include any links or references.,fail,Description lacks context and references or links.,pass,Complete description.,pass,Complete description.,fail,Description lacks links or references related to the task.
Meeting,UI/UX,1.0,Foundations of UX – DFP Class 1,fail,Description lacks context and does not include any links or references.,fail,Description lacks context and references or links.,pass,Complete description.,pass,Complete description.,fail,Description lacks links or references related to the task.
Meeting,UI/UX,1.0,Foundations of UX – DFP Class 1,fail,Description lacks context and does not include any links or references.,fail,Description lacks context and references or links.,pass,Complete description.,pass,Complete description.,fail,Description lacks links or references related to the task.
Meeting,UI/UX,1.0,Foundations of UX – DFP Class 1,fail,Description lacks context and does not include any links or references.,fail,Description lacks context and references or links.,pass,Complete description.,pass,Complete description.,fail,Description lacks links or references related to the task.
Debugging,Software Engineer,3.0,Fixing and testing of issues arised due to merging of other code with best times,fail,No links or references related to the task.,fail,Description lacks links or references related to the task.,fail,"Description lacks clarity on specific issues, merging details, and testing outcomes.",fail,Description lacks context and doesn't include specific details or references related to the task.,fail,No links or references included in the description.
Debugging,Software Engineer,3.0,Fixing and testing of issues arised due to merging of other code with best times,fail,No links or references related to the task.,fail,Description lacks links or references related to the task.,fail,"Description lacks clarity on specific issues, merging details, and testing outcomes.",fail,Description lacks context and doesn't include specific details or references related to the task.,fail,No links or references included in the description.
Debugging,Software Engineer,3.0,Fixing and testing of issues arised due to merging of other code with best times,fail,No links or references related to the task.,fail,Description lacks links or references related to the task.,fail,"Description lacks clarity on specific issues, merging details, and testing outcomes.",fail,Description lacks context and doesn't include specific details or references related to the task.,fail,No links or references included in the description.
Debugging,Software Engineer,3.0,Fixing and testing of issues arised due to merging of other code with best times,fail,No links or references related to the task.,fail,Description lacks links or references related to the task.,fail,"Description lacks clarity on specific issues, merging details, and testing outcomes.",fail,Description lacks context and doesn't include specific details or references related to the task.,fail,No links or references included in the description.
